,ts_code,symbol,name,area,industry,fullname,enname,cnspell,market,exchange,curr_type,list_status,list_date,delist_date,is_hs
0,000001.SZ,1,平安银行,深圳,银行,平安银行股份有限公司,"Ping An Bank Co., Ltd.",payh,主板,SZSE,CNY,L,19910403,,S
1,000002.SZ,2,万科A,深圳,全国地产,万科企业股份有限公司,"China Vanke Co.,Ltd.",wka,主板,SZSE,CNY,L,19910129,,S
2,000004.SZ,4,ST国华,深圳,软件服务,深圳国华网安科技股份有限公司,"Shenzhen Guohua Network Security Technology Co., Ltd.",stgh,主板,SZSE,CNY,L,19910114,,N
3,000005.SZ,5,ST星源,深圳,环境保护,深圳世纪星源股份有限公司,Shenzhen Fountain Corporation,stxy,主板,SZSE,CNY,L,19901210,,N
4,000006.SZ,6,深振业A,深圳,区域地产,深圳市振业(集团)股份有限公司,"Shenzhen Zhenye(Group) Co., Ltd",szya,主板,SZSE,CNY,L,19920427,,S
5,000007.SZ,7,*ST全新,深圳,其他商业,深圳市全新好股份有限公司,"Shenzhen Quanxinhao Co,.Ltd.",stqx,主板,SZSE,CNY,L,19920413,,N
6,000008.SZ,8,神州高铁,北京,运输设备,神州高铁技术股份有限公司,"China High Speed Railway Technology Co., Ltd.",szgt,主板,SZSE,CNY,L,19920507,,S
7,000009.SZ,9,中国宝安,深圳,电气设备,中国宝安集团股份有限公司,"China Baoan Group Co.,Ltd.",zgba,主板,SZSE,CNY,L,19910625,,S
8,000010.SZ,10,美丽生态,深圳,建筑工程,深圳美丽生态股份有限公司,"Shenzhen Ecobeauty Co.,Ltd.",mlst,主板,SZSE,CNY,L,19951027,,N
9,000011.SZ,11,深物业A,深圳,区域地产,深圳市物业发展(集团)股份有限公司,Shenzhen Properties & Resources Development (Group) Ltd.,swya,主板,SZSE,CNY,L,19920330,,S
10,000012.SZ,12,南玻A,深圳,玻璃,中国南玻集团股份有限公司,"Csg Holding Co.,Ltd.",nba,主板,SZSE,CNY,L,19920228,,S
11,000014.SZ,14,沙河股份,深圳,全国地产,沙河实业股份有限公司,"Shahe Industrial Co.,Ltd.",shgf,主板,SZSE,CNY,L,19920602,,N
12,000016.SZ,16,深康佳A,深圳,家用电器,康佳集团股份有限公司,"Konka Group Co.,Ltd",skja,主板,SZSE,CNY,L,19920327,,S
13,000017.SZ,17,深中华A,深圳,服饰,深圳中华自行车(集团)股份有限公司,Shenzhen China Bicycle Company (Holdings) Limited,szha,主板,SZSE,CNY,L,19920331,,N
14,000019.SZ,19,深粮控股,深圳,农业综合,深圳市深粮控股股份有限公司,"Shenzhen Cereals Holdings Co.,Ltd.",slkg,主板,SZSE,CNY,L,19921012,,S
15,000020.SZ,20,深华发A,深圳,元器件,深圳中恒华发股份有限公司,"Shenzhen Zhongheng Huafa Co.,Ltd.",shfa,主板,SZSE,CNY,L,19920428,,N
16,000021.SZ,21,深科技,深圳,元器件,深圳长城开发科技股份有限公司,"Shenzhen Kaifa Technology Co., Ltd.",skj,主板,SZSE,CNY,L,19940202,,S
17,000023.SZ,23,ST深天,深圳,水泥,深圳市天地(集团)股份有限公司,"Shenzhen Universe (Group) Co.,Ltd.",stst,主板,SZSE,CNY,L,19930429,,N
18,000025.SZ,25,特力A,深圳,汽车服务,深圳市特力(集团)股份有限公司,"Shenzhen Tellus Holding Co.,Ltd",tla,主板,SZSE,CNY,L,19930621,,S
19,000026.SZ,26,飞亚达,深圳,服饰,飞亚达精密科技股份有限公司,"Fiyta Precision Technology Co., Ltd.",fyd,主板,SZSE,CNY,L,19930603,,N
20,000027.SZ,27,深圳能源,深圳,火力发电,深圳能源集团股份有限公司,"Shenzhen Energy Group Co., Ltd.",szny,主板,SZSE,CNY,L,19930903,,S
21,000028.SZ,28,国药一致,深圳,医药商业,国药集团一致药业股份有限公司,China National Accord Medicines Corporation Ltd.,gyyz,主板,SZSE,CNY,L,19930809,,S
22,000029.SZ,29,深深房A,深圳,区域地产,深圳经济特区房地产(集团)股份有限公司,"Shenzhen Special Economic Zone Real Estate&Properties (Group).Co.,Ltd.",ssfa,主板,SZSE,CNY,L,19930915,,S
23,000030.SZ,30,富奥股份,吉林,汽车配件,富奥汽车零部件股份有限公司,Fawer Automotive Parts Limited Company,fagf,主板,SZSE,CNY,L,19930929,,S
24,000031.SZ,31,大悦城,深圳,全国地产,大悦城控股集团股份有限公司,"Grandjoy Holdings Group Co.,Ltd.",dyc,主板,SZSE,CNY,L,19931008,,S
25,000032.SZ,32,深桑达A,深圳,建筑工程,深圳市桑达实业股份有限公司,"Shenzhen Sed Industry Co.,Ltd.",ssda,主板,SZSE,CNY,L,19931028,,S
26,000034.SZ,34,神州数码,深圳,软件服务,神州数码集团股份有限公司,"Digital China Group Co.,Ltd.",szsm,主板,SZSE,CNY,L,19940509,,S
27,000035.SZ,35,中国天楹,江苏,环境保护,中国天楹股份有限公司,China Tianying Inc.,zgty,主板,SZSE,CNY,L,19940408,,S
28,000036.SZ,36,华联控股,深圳,全国地产,华联控股股份有限公司,China Union Holdings Ltd.,hlkg,主板,SZSE,CNY,L,19940617,,S
29,000037.SZ,37,深南电A,深圳,火力发电,深圳南山热电股份有限公司,Shenzhen Nanshan Power Company Limited,snda,主板,SZSE,CNY,L,19940701,,N
30,000038.SZ,38,*ST大通,深圳,综合类,深圳大通实业股份有限公司,"Shenzhen Capstone Industrial Co., Ltd.",stdt,主板,SZSE,CNY,L,19940808,,N
31,000039.SZ,39,中集集团,深圳,运输设备,中国国际海运集装箱(集团)股份有限公司,"China International Marine Containers (Group) Co., Ltd",zjjt,主板,SZSE,CNY,L,19940408,,S
32,000040.SZ,40,东旭蓝天,深圳,新型电力,东旭蓝天新能源股份有限公司,"Tunghsu Azure Renewable Energy Co., Ltd.",dxlt,主板,SZSE,CNY,L,19940808,,S
33,000042.SZ,42,中洲控股,深圳,全国地产,深圳市中洲投资控股股份有限公司,"Shenzhen Centralcon Investment Holding Co.,Ltd",zzkg,主板,SZSE,CNY,L,19940921,,S
34,000045.SZ,45,深纺织A,深圳,元器件,深圳市纺织(集团)股份有限公司,"Shenzhen Textile (Holdings) Co.,Ltd",sfza,主板,SZSE,CNY,L,19940815,,N
35,000046.SZ,46,*ST泛海,北京,多元金融,泛海控股股份有限公司,"Oceanwide Holdings Co., Ltd.",stfh,主板,SZSE,CNY,L,19940912,,N
36,000048.SZ,48,京基智农,深圳,区域地产,深圳市京基智农时代股份有限公司,"Shenzhen Kingkey Smart Agriculture Times Co.,Ltd",jjzn,主板,SZSE,CNY,L,19941101,,S
37,000049.SZ,49,德赛电池,深圳,电气设备,深圳市德赛电池科技股份有限公司,"Shenzhen Desay Battery Technology Co., Ltd.",dsdc,主板,SZSE,CNY,L,19950320,,S
38,000050.SZ,50,深天马A,深圳,元器件,天马微电子股份有限公司,"Tianma Microelectronics Co.,Ltd.",stma,主板,SZSE,CNY,L,19950315,,S
39,000055.SZ,55,方大集团,深圳,装修装饰,方大集团股份有限公司,"China Fangda Group Co.,Ltd.",fdjt,主板,SZSE,CNY,L,19960415,,N
40,000056.SZ,56,皇庭国际,深圳,房产服务,深圳市皇庭国际企业股份有限公司,"Shenzhen Wongtee International Enterprise Co., Ltd.",htgj,主板,SZSE,CNY,L,19960708,,N
41,000058.SZ,58,深赛格,深圳,商品城,深圳赛格股份有限公司,"Shenzhen Seg Co.,Ltd",ssg,主板,SZSE,CNY,L,19961226,,S
42,000059.SZ,59,华锦股份,辽宁,石油加工,北方华锦化学工业股份有限公司,"North Huajin Chemical Industries Co.,Ltd",hjgf,主板,SZSE,CNY,L,19970130,,S
43,000060.SZ,60,中金岭南,深圳,铅锌,深圳市中金岭南有色金属股份有限公司,Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.,zjln,主板,SZSE,CNY,L,19970123,,S
44,000061.SZ,61,农产品,深圳,农业综合,深圳市农产品集团股份有限公司,"Shenzhen Agricultural Power Group Co.,Ltd.",ncp,主板,SZSE,CNY,L,19970110,,S
45,000062.SZ,62,深圳华强,深圳,元器件,深圳华强实业股份有限公司,"Shenzhen Huaqiang Industry Co.,Ltd",szhq,主板,SZSE,CNY,L,19970130,,S
46,000063.SZ,63,中兴通讯,深圳,通信设备,中兴通讯股份有限公司,Zte Corporation,zxtx,主板,SZSE,CNY,L,19971118,,S
47,000065.SZ,65,北方国际,北京,建筑工程,北方国际合作股份有限公司,Norinco International Cooperation Ltd.,bfgj,主板,SZSE,CNY,L,19980605,,S
48,000066.SZ,66,中国长城,深圳,IT设备,中国长城科技集团股份有限公司,"China Greatwall Technology Group Co., Ltd.",zgcc,主板,SZSE,CNY,L,19970626,,S
49,000068.SZ,68,华控赛格,深圳,环境保护,深圳华控赛格股份有限公司,"Shenzhen Huakong Seg Co.,Ltd.",hksg,主板,SZSE,CNY,L,19970611,,N
50,000069.SZ,69,华侨城A,深圳,全国地产,深圳华侨城股份有限公司,"Shenzhen Overseas Chinese Town Co.,Ltd.",hqca,主板,SZSE,CNY,L,19970910,,S
51,000070.SZ,70,特发信息,深圳,通信设备,深圳市特发信息股份有限公司,"Shenzhen Sdg Information Co., Ltd.",tfxx,主板,SZSE,CNY,L,20000511,,S
52,000078.SZ,78,海王生物,深圳,医药商业,深圳市海王生物工程股份有限公司,"Shenzhen Neptunus Bioengineering Co.,Ltd",hwsw,主板,SZSE,CNY,L,19981218,,S
53,000088.SZ,88,盐田港,深圳,港口,深圳市盐田港股份有限公司,"Shenzhen Yan Tian Port Holdings Co.,Ltd.",ytg,主板,SZSE,CNY,L,19970728,,S
54,000089.SZ,89,深圳机场,深圳,机场,深圳市机场股份有限公司,"Shenzhen Airport Co.,Ltd.",szjc,主板,SZSE,CNY,L,19980420,,S
55,000090.SZ,90,天健集团,深圳,建筑工程,深圳市天健(集团)股份有限公司,"Shenzhen Tagen Group Co., Ltd.",tjjt,主板,SZSE,CNY,L,19990721,,S
56,000096.SZ,96,广聚能源,深圳,石油贸易,深圳市广聚能源股份有限公司,"Shenzhen Guangju Energy Co.,Ltd.",gjny,主板,SZSE,CNY,L,20000724,,N
57,000099.SZ,99,中信海直,深圳,空运,中信海洋直升机股份有限公司,"Citic Offshore Helicopter Co., Ltd.",zxhz,主板,SZSE,CNY,L,20000731,,S
58,000100.SZ,100,TCL科技,广东,元器件,TCL科技集团股份有限公司,Tcl Technology Group Corporation,tclkj,主板,SZSE,CNY,L,20040130,,S
59,000150.SZ,150,*ST宜康,广东,生物制药,宜华健康医疗股份有限公司,"Yihua Healthcare Co.,Ltd.",styk,主板,SZSE,CNY,L,20000807,,N
60,000151.SZ,151,中成股份,北京,商贸代理,中成进出口股份有限公司,China National Complete Plant Import and Export Corporation Limited,zcgf,主板,SZSE,CNY,L,20000906,,N
61,000153.SZ,153,丰原药业,安徽,化学制药,安徽丰原药业股份有限公司,"Anhui Fengyuan Pharmaceutical Co., Ltd.",fyyy,主板,SZSE,CNY,L,20000920,,N
62,000155.SZ,155,川能动力,四川,新型电力,四川省新能源动力股份有限公司,Sichuan New Energypower Company Limited,cndl,主板,SZSE,CNY,L,20000926,,S
63,000156.SZ,156,华数传媒,浙江,影视音像,华数传媒控股股份有限公司,"Wasu Media Holding Co.,Ltd",hscm,主板,SZSE,CNY,L,20000906,,S
64,000157.SZ,157,中联重科,湖南,工程机械,中联重科股份有限公司,"Zoomlion Heavy Industry Science and Technology Co., Ltd",zlzk,主板,SZSE,CNY,L,20001012,,S
65,000158.SZ,158,常山北明,河北,软件服务,石家庄常山北明科技股份有限公司,"Shijiazhuang Changshan Beiming Technology Co.,Ltd",csbm,主板,SZSE,CNY,L,20000724,,S
66,000159.SZ,159,国际实业,新疆,石油贸易,新疆国际实业股份有限公司,"Xinjiang International Industry Co.,Ltd",gjsy,主板,SZSE,CNY,L,20000926,,N
67,000166.SZ,166,申万宏源,新疆,证券,申万宏源集团股份有限公司,"Shenwan Hongyuan Group Co.,Ltd.",swhy,主板,SZSE,CNY,L,20150126,,S
68,000301.SZ,301,东方盛虹,江苏,化纤,江苏东方盛虹股份有限公司,"Jiangsu Eastern Shenghong Co.,Ltd.",dfsh,主板,SZSE,CNY,L,20000529,,S
69,000333.SZ,333,美的集团,广东,家用电器,美的集团股份有限公司,"Midea Group Co.,Ltd.",mdjt,主板,SZSE,CNY,L,20130918,,S
70,000338.SZ,338,潍柴动力,山东,汽车配件,潍柴动力股份有限公司,"Weichai Power Co.,Ltd.",wcdl,主板,SZSE,CNY,L,20070430,,S
71,000400.SZ,400,许继电气,河南,电气设备,许继电气股份有限公司,"Xj Electric Co.,Ltd.",xjdq,主板,SZSE,CNY,L,19970418,,S
72,000401.SZ,401,冀东水泥,河北,水泥,唐山冀东水泥股份有限公司,"Tangshan Jidong Cement Co.,Ltd.",jdsn,主板,SZSE,CNY,L,19960614,,S
73,000402.SZ,402,金融街,北京,全国地产,金融街控股股份有限公司,"Financial Street Holdings Co., Ltd.",jrj,主板,SZSE,CNY,L,19960626,,S
74,000403.SZ,403,派林生物,山西,生物制药,派斯双林生物制药股份有限公司,"Pacific Shuanglin Bio-Pharmacy Co., Ltd",plsw,主板,SZSE,CNY,L,19960628,,S
75,000404.SZ,404,长虹华意,江西,家用电器,长虹华意压缩机股份有限公司,"Changhong Huayi Compressor Co., Ltd.",chhy,主板,SZSE,CNY,L,19960619,,N
76,000407.SZ,407,胜利股份,山东,供气供热,山东胜利股份有限公司,"Shandong Shengli Co.,Ltd.",slgf,主板,SZSE,CNY,L,19960703,,N
77,000408.SZ,408,藏格矿业,青海,农药化肥,藏格矿业股份有限公司,Zangge Mining Company Limited,cgky,主板,SZSE,CNY,L,19960628,,S
78,000409.SZ,409,云鼎科技,山东,软件服务,云鼎科技股份有限公司,"Yunding Technology Co.,Ltd.",ydkj,主板,SZSE,CNY,L,19960627,,N
79,000410.SZ,410,*ST沈机,辽宁,机床制造,沈阳机床股份有限公司,"Shenyang Machine Tool Co.,Ltd.",stsj,主板,SZSE,CNY,L,19960718,,N
80,000411.SZ,411,英特集团,浙江,医药商业,浙江英特集团股份有限公司,"Zhejiang Int'l Group Co.,Ltd.",ytjt,主板,SZSE,CNY,L,19960716,,N
81,000413.SZ,413,东旭光电,河北,元器件,东旭光电科技股份有限公司,"Tunghsu Optoelectronic Technology Co., Ltd.",dxgd,主板,SZSE,CNY,L,19960925,,S
82,000415.SZ,415,渤海租赁,新疆,多元金融,渤海租赁股份有限公司,"Bohai Leasing Co.,Ltd.",bhzl,主板,SZSE,CNY,L,19960716,,S
83,000416.SZ,416,*ST民控,山东,多元金融,民生控股股份有限公司,"Minsheng Holdings Co.,Ltd",stmk,主板,SZSE,CNY,L,19960719,,N
84,000417.SZ,417,合肥百货,安徽,百货,合肥百货大楼集团股份有限公司,"Hefei Department Store Group Co.,Ltd",hfbh,主板,SZSE,CNY,L,19960812,,N
85,000419.SZ,419,通程控股,湖南,百货,长沙通程控股股份有限公司,"Changsha Tongcheng Holdings Co.,Ltd",tckg,主板,SZSE,CNY,L,19960816,,N
86,000420.SZ,420,吉林化纤,吉林,化纤,吉林化纤股份有限公司,"Jilin Chemical Fibre Stock Co., Ltd.",jlhx,主板,SZSE,CNY,L,19960802,,S
87,000421.SZ,421,南京公用,江苏,供气供热,南京公用发展股份有限公司,"Nanjing Public Utilities Development Co.,Ltd.",njgy,主板,SZSE,CNY,L,19960806,,N
88,000422.SZ,422,湖北宜化,湖北,农药化肥,湖北宜化化工股份有限公司,"Hubei Yihua Chemical Industry Co.,Ltd",hbyh,主板,SZSE,CNY,L,19960815,,S
89,000423.SZ,423,东阿阿胶,山东,中成药,东阿阿胶股份有限公司,"Dong-E-E-Jiao Co.,Ltd.",deej,主板,SZSE,CNY,L,19960729,,S
90,000425.SZ,425,徐工机械,江苏,工程机械,徐工集团工程机械股份有限公司,"Xcmg Construction Machinery Co., Ltd.",xgjx,主板,SZSE,CNY,L,19960828,,S
91,000426.SZ,426,兴业矿业,内蒙,铅锌,内蒙古兴业矿业股份有限公司,"Inner Mongolia Xingye Mining Co.,Ltd",xyky,主板,SZSE,CNY,L,19960828,,S
92,000428.SZ,428,华天酒店,湖南,酒店餐饮,华天酒店集团股份有限公司,"Huatian Hotel Group Co.,Ltd.",htjd,主板,SZSE,CNY,L,19960808,,S
93,000429.SZ,429,粤高速A,广东,路桥,广东省高速公路发展股份有限公司,Guangdong Provincial Expressway Development Co.Ltd.,ygsa,主板,SZSE,CNY,L,19980220,,S
94,000430.SZ,430,张家界,湖南,旅游景点,张家界旅游集团股份有限公司,"Zhang Jia Jie Tourism Group Co., Ltd",zjj,主板,SZSE,CNY,L,19960829,,N
95,000488.SZ,488,晨鸣纸业,山东,造纸,山东晨鸣纸业集团股份有限公司,Shandong Chenming Paper Holdings Limited,cmzy,主板,SZSE,CNY,L,20001120,,S
96,000498.SZ,498,山东路桥,山东,建筑工程,山东高速路桥集团股份有限公司,"Shandong Hi-Speed Road&Bridge Group Co.,Ltd.",sdlq,主板,SZSE,CNY,L,19970609,,S
97,000501.SZ,501,武商集团,湖北,百货,武商集团股份有限公司,"Wushang Group Co., Ltd.",wsjt,主板,SZSE,CNY,L,19921120,,S
98,000503.SZ,503,国新健康,山东,软件服务,国新健康保障服务集团股份有限公司,"China Reform Health Management and Services Group Co., Ltd.",gxjk,主板,SZSE,CNY,L,19921130,,S
99,000504.SZ,504,南华生物,湖南,医疗保健,南华生物医药股份有限公司,"Landfar Bio-Medicine Co.,Ltd",nhsw,主板,SZSE,CNY,L,19921208,,N
100,000505.SZ,505,京粮控股,海南,食品,海南京粮控股股份有限公司,"Hainan Jingliang Holdings Co., Ltd.",jlkg,主板,SZSE,CNY,L,19921221,,S
101,000506.SZ,506,中润资源,山东,黄金,中润资源投资股份有限公司,Zhongrun Resources Investment Corporation,zrzy,主板,SZSE,CNY,L,19930312,,N
102,000507.SZ,507,珠海港,广东,港口,珠海港股份有限公司,"Zhuhai Port Co.,Ltd.",zhg,主板,SZSE,CNY,L,19930326,,S
103,000509.SZ,509,华塑控股,四川,元器件,华塑控股股份有限公司,"Huasu Holdings Co.,Ltd",hskg,主板,SZSE,CNY,L,19930507,,N
104,000510.SZ,510,新金路,四川,化工原料,四川新金路集团股份有限公司,"Sichuan Xinjinlu Group Co.,Ltd",xjl,主板,SZSE,CNY,L,19930507,,N
105,000513.SZ,513,丽珠集团,广东,化学制药,丽珠医药集团股份有限公司,Livzon Pharmaceutical Group Inc.,lzjt,主板,SZSE,CNY,L,19931028,,S
106,000514.SZ,514,渝开发,重庆,区域地产,重庆渝开发股份有限公司,"Chongqing Yukaifa Co.,Ltd",ykf,主板,SZSE,CNY,L,19930712,,N
107,000516.SZ,516,国际医学,陕西,医疗保健,西安国际医学投资股份有限公司,Xi'an International Medical Investment Company Limited,gjyx,主板,SZSE,CNY,L,19930809,,S
108,000517.SZ,517,荣安地产,浙江,区域地产,荣安地产股份有限公司,"Rongan Property Co., Ltd.",radc,主板,SZSE,CNY,L,19930806,,S
109,000518.SZ,518,四环生物,江苏,生物制药,江苏四环生物股份有限公司,"Jiangsu Sihuan Bioengineering Co.,Ltd",shsw,主板,SZSE,CNY,L,19930908,,N
110,000519.SZ,519,中兵红箭,湖南,专用机械,中兵红箭股份有限公司,"North Industries Group Red Arrow Co., Ltd",zbhj,主板,SZSE,CNY,L,19931008,,S
111,000520.SZ,520,长航凤凰,湖北,水运,长航凤凰股份有限公司,"Chang Jiang Shipping Group Phoenix Co.,Ltd",chfh,主板,SZSE,CNY,L,19931025,,N
112,000521.SZ,521,长虹美菱,安徽,家用电器,长虹美菱股份有限公司,"Changhong Meiling Co.,Ltd.",chml,主板,SZSE,CNY,L,19931018,,N
113,000523.SZ,523,广州浪奇,广东,日用化工,广州市浪奇实业股份有限公司,"Lonkey Industrial Co.,Ltd.Guangzhou",gzlq,主板,SZSE,CNY,L,19931108,,S
114,000524.SZ,524,岭南控股,广东,旅游服务,广州岭南集团控股股份有限公司,Guangzhou Lingnan Group Holdings Company Limited,lnkg,主板,SZSE,CNY,L,19931118,,S
115,000525.SZ,525,ST红太阳,江苏,农药化肥,南京红太阳股份有限公司,"Nanjing Red Sun Co.,Ltd.",sthty,主板,SZSE,CNY,L,19931028,,N
116,000526.SZ,526,学大教育,福建,文教休闲,学大(厦门)教育科技集团股份有限公司,"Xueda (Xiamen) Education Technology Group Co., Ltd",xdjy,主板,SZSE,CNY,L,19931101,,N
117,000528.SZ,528,柳工,广西,工程机械,广西柳工机械股份有限公司,"Guangxi Liugong Machinery Co.,Ltd.",lg,主板,SZSE,CNY,L,19931118,,S
118,000529.SZ,529,广弘控股,广东,出版业,广东广弘控股股份有限公司,"Guangdong Guanghong Holdings Co.,Ltd.",ghkg,主板,SZSE,CNY,L,19931118,,N
119,000530.SZ,530,冰山冷热,辽宁,机械基件,冰山冷热科技股份有限公司,"Bingshan Refrigeration & Heat Transfer Technologies Co.,Ltd.",bslr,主板,SZSE,CNY,L,19931208,,N
120,000531.SZ,531,穗恒运A,广东,火力发电,广州恒运企业集团股份有限公司,Guangzhou Hengyun Enterprises Holding Ltd,shya,主板,SZSE,CNY,L,19940106,,S
121,000532.SZ,532,华金资本,广东,多元金融,珠海华金资本股份有限公司,"Zhuhai Huajin Capital Co.,Ltd.",hjzb,主板,SZSE,CNY,L,19940103,,N
122,000533.SZ,533,顺钠股份,广东,电气设备,广东顺钠电气股份有限公司,"Guangdong Shunna Electric Co.,Ltd",sngf,主板,SZSE,CNY,L,19940103,,N
123,000534.SZ,534,万泽股份,广东,生物制药,万泽实业股份有限公司,"Wedge Industrial Co.,Ltd.",wzgf,主板,SZSE,CNY,L,19940110,,S
124,000536.SZ,536,华映科技,福建,元器件,华映科技(集团)股份有限公司,"Cpt Technology (Group) Co.,Ltd",hykj,主板,SZSE,CNY,L,19931126,,S
125,000537.SZ,537,广宇发展,天津,新型电力,天津中绿电投资股份有限公司,"China Green Electricity Investment of Tianjin Co.,Ltd.",gyfz,主板,SZSE,CNY,L,19931210,,S
126,000538.SZ,538,云南白药,云南,中成药,云南白药集团股份有限公司,"Yunnan Baiyao Group Co., Ltd.",ynby,主板,SZSE,CNY,L,19931215,,S
127,000539.SZ,539,粤电力A,广东,火力发电,广东电力发展股份有限公司,"Guangdong Electric Power Development Co.,Ltd",ydla,主板,SZSE,CNY,L,19931126,,S
128,000540.SZ,540,*ST中天,贵州,多元金融,中天金融集团股份有限公司,Zhongtian Financial Group Company Limited,stzt,主板,SZSE,CNY,L,19940202,,N
129,000541.SZ,541,佛山照明,广东,家用电器,佛山电器照明股份有限公司,"Foshan Electrical and Lighting Co.,Ltd",fszm,主板,SZSE,CNY,L,19931123,,S
130,000543.SZ,543,皖能电力,安徽,火力发电,安徽省皖能股份有限公司,An Hui Wenergy Company Limited,wndl,主板,SZSE,CNY,L,19931220,,S
131,000544.SZ,544,中原环保,河南,环境保护,中原环保股份有限公司,"Central Plains Environment Protection Co.,Ltd.",zyhb,主板,SZSE,CNY,L,19931208,,S
132,000545.SZ,545,金浦钛业,吉林,化工原料,金浦钛业股份有限公司,"Gpro Titanium Industry Co.,Ltd",jpty,主板,SZSE,CNY,L,19931215,,N
133,000546.SZ,546,金圆股份,吉林,环境保护,金圆环保股份有限公司,"Jinyuan Ep Co.,Ltd",jygf,主板,SZSE,CNY,L,19931215,,S
134,000547.SZ,547,航天发展,福建,通信设备,航天工业发展股份有限公司,"Addsino Co.,Ltd.",htfz,主板,SZSE,CNY,L,19931130,,S
135,000548.SZ,548,湖南投资,湖南,路桥,湖南投资集团股份有限公司,"Hunan Investment Group Co.,Ltd.",hntz,主板,SZSE,CNY,L,19931220,,N
136,000550.SZ,550,江铃汽车,江西,汽车整车,江铃汽车股份有限公司,"Jiangling Motors Corporation, Ltd.",jlqc,主板,SZSE,CNY,L,19931201,,S
137,000551.SZ,551,创元科技,江苏,专用机械,创元科技股份有限公司,"Create Technology & Science Co., Ltd.",cykj,主板,SZSE,CNY,L,19940106,,N
138,000552.SZ,552,甘肃能化,甘肃,煤炭开采,甘肃能化股份有限公司,"Gansu Energy Chemical Co.,Ltd",gsnh,主板,SZSE,CNY,L,19940106,,S
139,000553.SZ,553,安道麦A,湖北,农药化肥,安道麦股份有限公司,Adama Ltd.,adma,主板,SZSE,CNY,L,19931203,,S
140,000554.SZ,554,泰山石油,山东,石油贸易,中国石化山东泰山石油股份有限公司,"Sinopec Shandong Taishan Pectroleum Co.,Ltd.",tssy,主板,SZSE,CNY,L,19931215,,N
141,000555.SZ,555,神州信息,深圳,软件服务,神州数码信息服务股份有限公司,Digital China Information Service Company Ltd.,szxx,主板,SZSE,CNY,L,19940408,,S
142,000557.SZ,557,西部创业,宁夏,铁路,宁夏西部创业实业股份有限公司,"Ningxia Western Venture Industrial Co., Ltd.",xbcy,主板,SZSE,CNY,L,19940617,,S
143,000558.SZ,558,莱茵体育,浙江,文教休闲,莱茵达体育发展股份有限公司,"Lander Sports Development Co.,Ltd.",lyty,主板,SZSE,CNY,L,19940509,,N
144,000559.SZ,559,万向钱潮,浙江,汽车配件,万向钱潮股份公司,"Wanxiang Qianchao Co.,Ltd.",wxqc,主板,SZSE,CNY,L,19940110,,S
145,000560.SZ,560,我爱我家,云南,房产服务,我爱我家控股集团股份有限公司,"5I5J Holding Group Co., Ltd.",wawj,主板,SZSE,CNY,L,19940202,,S
146,000561.SZ,561,烽火电子,陕西,通信设备,陕西烽火电子股份有限公司,"Shaanxi Fenghuo Electronics Co., Ltd.",fhdz,主板,SZSE,CNY,L,19940509,,S
147,000563.SZ,563,陕国投A,陕西,多元金融,陕西省国际信托股份有限公司,"Shaanxi International Trust Co.,Ltd",sgta,主板,SZSE,CNY,L,19940110,,S
148,000564.SZ,564,ST大集,陕西,百货,供销大集集团股份有限公司,"Ccoop Group Co., Ltd",stdj,主板,SZSE,CNY,L,19940110,,N
149,000565.SZ,565,渝三峡A,重庆,染料涂料,重庆三峡油漆股份有限公司,"Chongqing Sanxia Paints Co.,Ltd",ysxa,主板,SZSE,CNY,L,19940408,,N
150,000566.SZ,566,海南海药,海南,化学制药,海南海药股份有限公司,"Hainanhaiyao Co.,Ltd.",hnhy,主板,SZSE,CNY,L,19940525,,S
151,000567.SZ,567,海德股份,海南,多元金融,海南海德资本管理股份有限公司,"Hainan Haide Capital Management Co.,Ltd.",hdgf,主板,SZSE,CNY,L,19940525,,S
152,000568.SZ,568,泸州老窖,四川,白酒,泸州老窖股份有限公司,"Luzhou Laojiao Co.,Ltd",lzlj,主板,SZSE,CNY,L,19940509,,S
153,000570.SZ,570,苏常柴A,江苏,农用机械,常柴股份有限公司,"Changchai Company,Limited",scca,主板,SZSE,CNY,L,19940701,,N
154,000571.SZ,571,ST大洲,海南,煤炭开采,新大洲控股股份有限公司,"Sundiro Holding Co.,Ltd.",stdz,主板,SZSE,CNY,L,19940525,,N
155,000572.SZ,572,海马汽车,海南,汽车整车,海马汽车股份有限公司,"Haima Automobile Co.,Ltd.",hmqc,主板,SZSE,CNY,L,19940808,,S
156,000573.SZ,573,粤宏远A,广东,区域地产,东莞宏远工业区股份有限公司,DongGuan Winnerway Industry Zone LTD.,yhya,主板,SZSE,CNY,L,19940815,,N
157,000576.SZ,576,甘化科工,广东,食品,广东甘化科工股份有限公司,"Guangdong Ganhua Science & Industry Co., Ltd.",ghkg,主板,SZSE,CNY,L,19940907,,S
158,000581.SZ,581,威孚高科,江苏,汽车配件,无锡威孚高科技集团股份有限公司,"Weifu High-Technology Group Co.,Ltd.",wfgk,主板,SZSE,CNY,L,19980924,,S
159,000582.SZ,582,北部湾港,广西,港口,北部湾港股份有限公司,"Beibu Gulf Port Co., Ltd.",bbwg,主板,SZSE,CNY,L,19951102,,S
